St. Peter's,http://a.espncdn.com/i/teamlogos/ncaa/500/2612.png,
St. Thomas (MN),http://a.espncdn.com/i/teamlogos/ncaa/500/2900.png,#660099
Tarleton State,http://a.espncdn.com/i/teamlogos/ncaa/500/2627.png,#5A2B81
Tennessee State,http://a.espncdn.com/i/teamlogos/ncaa/500/2634.png,#00539F
Tennessee Tech,http://a.espncdn.com/i/teamlogos/ncaa/500/2635.png,#4F2984
Texas A&M-Commerce,http://a.espncdn.com/i/teamlogos/ncaa/500/2837.png,#F1B20F
Texas Southern,http://a.espncdn.com/i/teamlogos/ncaa/500/2640.png,#6F263D
The Citadel,http://a.espncdn.com/i/teamlogos/ncaa/500/2643.png,#3975B7
Towson,http://a.espncdn.com/i/teamlogos/ncaa/500/119.png,#000000
Trinity (IL),http://a.espncdn.com/i/teamlogos/ncaa/500/2652.png,
Tuskegee,http://a.espncdn.com/i/teamlogos/ncaa/500/2657.png,
UC Davis,http://a.espncdn.com/i/teamlogos/ncaa/500/302.png,#B3A369
UMass Dartmouth,http://a.espncdn.com/i/teamlogos/ncaa/500/379.png,
UMass Lowell,http://a.espncdn.com/i/teamlogos/ncaa/500/2349.png,
UT Martin,http://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,#FF8200
Valdosta State,http://a.espncdn.com/i/teamlogos/ncaa/500/2673.png,#CC0000
Valparaiso,http://a.espncdn.com/i/teamlogos/ncaa/500/2674.png,#381E0E
Villanova,http://a.espncdn.com/i/teamlogos/ncaa/500/222.png,#002664
VMI,http://a.espncdn.com/i/teamlogos/ncaa/500/2678.png,#FFD619
Wagner,http://a.espncdn.com/i/teamlogos/ncaa/500/2681.png,#004331
Washington (MO),http://a.espncdn.com/i/teamlogos/ncaa/500/143.png,
Weber State,http://a.espncdn.com/i/teamlogos/ncaa/500/2692.png,#4B2682
West Alabama,http://a.espncdn.com/i/teamlogos/ncaa/500/2695.png,
West Chester,http://a.espncdn.com/i/teamlogos/ncaa/500/223.png,
Western Carolina,http://a.espncdn.com/i/teamlogos/ncaa/500/2717.png,#592C88
Western Illinois,http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png,#663399
Western Oregon,http://a.espncdn.com/i/teamlogos/ncaa/500/2848.png,#E31837
West Texas A&M,http://a.espncdn.com/i/teamlogos/ncaa/500/2704.png,
West Virginia Tech,http://a.espncdn.com/i/teamlogos/ncaa/500/2706.png,
Wheaton,http://a.espncdn.com/i/teamlogos/ncaa/500/396.png,#00447C
William Jewell College,http://a.espncdn.com/i/teamlogos/ncaa/500/2911.png,
William & Mary,http://a.espncdn.com/i/teamlogos/ncaa/500/2729.png,#115740
